device_type,source_mib_object,source_mib,bin_window,raw_unit,nsp_metric_name,nsp_unit,aggregation,polling_note
switch,ml540mPerfMonitorStatusStatisticsLmNearEndLossCount,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-LM, per-MEP)",per ml540mPerfMonitorStatusStatisticsLmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtLossMeasurementInterval),count,evc.lm.nearEndLossCount,frames,"per-interval snapshot, indexed by (LmIntervalId, LmEntryId) per MEP","Rate fields' exact scale (raw ratio vs. pre-multiplied percent) isn't stated in the object's SYNTAX (plain Unsigned32) -- confirm the scale against a live value before wiring the NSP unit; flagged, not assumed, in this row."
switch,ml540mPerfMonitorStatusStatisticsLmNearEndLossRate,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-LM, per-MEP)",per ml540mPerfMonitorStatusStatisticsLmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtLossMeasurementInterval),ratio (see notes),evc.lm.nearEndLossRate,percent,"per-interval snapshot, indexed by (LmIntervalId, LmEntryId) per MEP","Rate fields' exact scale (raw ratio vs. pre-multiplied percent) isn't stated in the object's SYNTAX (plain Unsigned32) -- confirm the scale against a live value before wiring the NSP unit; flagged, not assumed, in this row."
switch,ml540mPerfMonitorStatusStatisticsLmFarEndLossCount,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-LM, per-MEP)",per ml540mPerfMonitorStatusStatisticsLmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtLossMeasurementInterval),count,evc.lm.farEndLossCount,frames,"per-interval snapshot, indexed by (LmIntervalId, LmEntryId) per MEP","Rate fields' exact scale (raw ratio vs. pre-multiplied percent) isn't stated in the object's SYNTAX (plain Unsigned32) -- confirm the scale against a live value before wiring the NSP unit; flagged, not assumed, in this row."
switch,ml540mPerfMonitorStatusStatisticsLmFarEndLossRate,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-LM, per-MEP)",per ml540mPerfMonitorStatusStatisticsLmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtLossMeasurementInterval),ratio (see notes),evc.lm.farEndLossRate,percent,"per-interval snapshot, indexed by (LmIntervalId, LmEntryId) per MEP","Rate fields' exact scale (raw ratio vs. pre-multiplied percent) isn't stated in the object's SYNTAX (plain Unsigned32) -- confirm the scale against a live value before wiring the NSP unit; flagged, not assumed, in this row."
switch,ml540mPerfMonitorStatusStatisticsLmTx,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-LM, per-MEP)",per ml540mPerfMonitorStatusStatisticsLmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtLossMeasurementInterval),count,evc.lm.tx,frames,"per-interval snapshot, indexed by (LmIntervalId, LmEntryId) per MEP","Rate fields' exact scale (raw ratio vs. pre-multiplied percent) isn't stated in the object's SYNTAX (plain Unsigned32) -- confirm the scale against a live value before wiring the NSP unit; flagged, not assumed, in this row."
switch,ml540mPerfMonitorStatusStatisticsLmRx,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-LM, per-MEP)",per ml540mPerfMonitorStatusStatisticsLmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtLossMeasurementInterval),count,evc.lm.rx,frames,"per-interval snapshot, indexed by (LmIntervalId, LmEntryId) per MEP","Rate fields' exact scale (raw ratio vs. pre-multiplied percent) isn't stated in the object's SYNTAX (plain Unsigned32) -- confirm the scale against a live value before wiring the NSP unit; flagged, not assumed, in this row."
switch,ml540mPerfMonitorStatusStatisticsDmFarToNearDelayAverage,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-DM, per-MEP)",per ml540mPerfMonitorStatusStatisticsDmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtDelayMeasurementInterval),"integer, resolution given by ml540mPerfMonitorStatusStatisticsDmUnit (us(0) or ns(1)) on the SAME row",evc.dm.farToNearDelayAverage,"microseconds or nanoseconds -- read per-row from DmUnit, do not assume a fixed unit across devices/rows","per-interval snapshot, indexed by (DmIntervalId, DmEntryId) per MEP","Must read ml540mPerfMonitorStatusStatisticsDmUnit alongside every delay value -- it's per-row, not global, so a single device could in principle report mixed resolutions across MEPs."
switch,ml540mPerfMonitorStatusStatisticsDmFarToNearDelayAverageVariation,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-DM, per-MEP)",per ml540mPerfMonitorStatusStatisticsDmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtDelayMeasurementInterval),"integer, resolution given by ml540mPerfMonitorStatusStatisticsDmUnit (us(0) or ns(1)) on the SAME row",evc.dm.farToNearDelayAverageVariation,"microseconds or nanoseconds -- read per-row from DmUnit, do not assume a fixed unit across devices/rows","per-interval snapshot, indexed by (DmIntervalId, DmEntryId) per MEP","Must read ml540mPerfMonitorStatusStatisticsDmUnit alongside every delay value -- it's per-row, not global, so a single device could in principle report mixed resolutions across MEPs."
switch,ml540mPerfMonitorStatusStatisticsDmFarToNearDelayMin,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-DM, per-MEP)",per ml540mPerfMonitorStatusStatisticsDmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtDelayMeasurementInterval),"integer, resolution given by ml540mPerfMonitorStatusStatisticsDmUnit (us(0) or ns(1)) on the SAME row",evc.dm.farToNearDelayMin,"microseconds or nanoseconds -- read per-row from DmUnit, do not assume a fixed unit across devices/rows","per-interval snapshot, indexed by (DmIntervalId, DmEntryId) per MEP","Must read ml540mPerfMonitorStatusStatisticsDmUnit alongside every delay value -- it's per-row, not global, so a single device could in principle report mixed resolutions across MEPs."
switch,ml540mPerfMonitorStatusStatisticsDmFarToNearDelayMax,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-DM, per-MEP)",per ml540mPerfMonitorStatusStatisticsDmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtDelayMeasurementInterval),"integer, resolution given by ml540mPerfMonitorStatusStatisticsDmUnit (us(0) or ns(1)) on the SAME row",evc.dm.farToNearDelayMax,"microseconds or nanoseconds -- read per-row from DmUnit, do not assume a fixed unit across devices/rows","per-interval snapshot, indexed by (DmIntervalId, DmEntryId) per MEP","Must read ml540mPerfMonitorStatusStatisticsDmUnit alongside every delay value -- it's per-row, not global, so a single device could in principle report mixed resolutions across MEPs."
switch,ml540mPerfMonitorStatusStatisticsDmNearToFarDelayAverage,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-DM, per-MEP)",per ml540mPerfMonitorStatusStatisticsDmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtDelayMeasurementInterval),"integer, resolution given by ml540mPerfMonitorStatusStatisticsDmUnit (us(0) or ns(1)) on the SAME row",evc.dm.nearToFarDelayAverage,"microseconds or nanoseconds -- read per-row from DmUnit, do not assume a fixed unit across devices/rows","per-interval snapshot, indexed by (DmIntervalId, DmEntryId) per MEP","Must read ml540mPerfMonitorStatusStatisticsDmUnit alongside every delay value -- it's per-row, not global, so a single device could in principle report mixed resolutions across MEPs."
switch,ml540mPerfMonitorStatusStatisticsDmNearToFarDelayAverageVariation,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-DM, per-MEP)",per ml540mPerfMonitorStatusStatisticsDmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtDelayMeasurementInterval),"integer, resolution given by ml540mPerfMonitorStatusStatisticsDmUnit (us(0) or ns(1)) on the SAME row",evc.dm.nearToFarDelayAverageVariation,"microseconds or nanoseconds -- read per-row from DmUnit, do not assume a fixed unit across devices/rows","per-interval snapshot, indexed by (DmIntervalId, DmEntryId) per MEP","Must read ml540mPerfMonitorStatusStatisticsDmUnit alongside every delay value -- it's per-row, not global, so a single device could in principle report mixed resolutions across MEPs."
switch,ml540mPerfMonitorStatusStatisticsDmNearToFarDelayMin,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-DM, per-MEP)",per ml540mPerfMonitorStatusStatisticsDmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtDelayMeasurementInterval),"integer, resolution given by ml540mPerfMonitorStatusStatisticsDmUnit (us(0) or ns(1)) on the SAME row",evc.dm.nearToFarDelayMin,"microseconds or nanoseconds -- read per-row from DmUnit, do not assume a fixed unit across devices/rows","per-interval snapshot, indexed by (DmIntervalId, DmEntryId) per MEP","Must read ml540mPerfMonitorStatusStatisticsDmUnit alongside every delay value -- it's per-row, not global, so a single device could in principle report mixed resolutions across MEPs."
switch,ml540mPerfMonitorStatusStatisticsDmNearToFarDelayMax,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-DM, per-MEP)",per ml540mPerfMonitorStatusStatisticsDmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtDelayMeasurementInterval),"integer, resolution given by ml540mPerfMonitorStatusStatisticsDmUnit (us(0) or ns(1)) on the SAME row",evc.dm.nearToFarDelayMax,"microseconds or nanoseconds -- read per-row from DmUnit, do not assume a fixed unit across devices/rows","per-interval snapshot, indexed by (DmIntervalId, DmEntryId) per MEP","Must read ml540mPerfMonitorStatusStatisticsDmUnit alongside every delay value -- it's per-row, not global, so a single device could in principle report mixed resolutions across MEPs."
switch,ml540mPerfMonitorStatusStatisticsDm2WayDelayAverage,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-DM, per-MEP)",per ml540mPerfMonitorStatusStatisticsDmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtDelayMeasurementInterval),"integer, resolution given by ml540mPerfMonitorStatusStatisticsDmUnit (us(0) or ns(1)) on the SAME row",evc.dm.2WayDelayAverage,"microseconds or nanoseconds -- read per-row from DmUnit, do not assume a fixed unit across devices/rows","per-interval snapshot, indexed by (DmIntervalId, DmEntryId) per MEP","Must read ml540mPerfMonitorStatusStatisticsDmUnit alongside every delay value -- it's per-row, not global, so a single device could in principle report mixed resolutions across MEPs."
switch,ml540mPerfMonitorStatusStatisticsDm2WayDelayAverageVariation,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-DM, per-MEP)",per ml540mPerfMonitorStatusStatisticsDmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtDelayMeasurementInterval),"integer, resolution given by ml540mPerfMonitorStatusStatisticsDmUnit (us(0) or ns(1)) on the SAME row",evc.dm.2WayDelayAverageVariation,"microseconds or nanoseconds -- read per-row from DmUnit, do not assume a fixed unit across devices/rows","per-interval snapshot, indexed by (DmIntervalId, DmEntryId) per MEP","Must read ml540mPerfMonitorStatusStatisticsDmUnit alongside every delay value -- it's per-row, not global, so a single device could in principle report mixed resolutions across MEPs."
switch,ml540mPerfMonitorStatusStatisticsDm2WayDelayMin,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-DM, per-MEP)",per ml540mPerfMonitorStatusStatisticsDmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtDelayMeasurementInterval),"integer, resolution given by ml540mPerfMonitorStatusStatisticsDmUnit (us(0) or ns(1)) on the SAME row",evc.dm.2WayDelayMin,"microseconds or nanoseconds -- read per-row from DmUnit, do not assume a fixed unit across devices/rows","per-interval snapshot, indexed by (DmIntervalId, DmEntryId) per MEP","Must read ml540mPerfMonitorStatusStatisticsDmUnit alongside every delay value -- it's per-row, not global, so a single device could in principle report mixed resolutions across MEPs."
switch,ml540mPerfMonitorStatusStatisticsDm2WayDelayMax,"ML540M-PERF-MONITOR-MIB (Y.1731 ETH-DM, per-MEP)",per ml540mPerfMonitorStatusStatisticsDmIntervalId (configurable via ml540mPerfMonitorConfigGlobalsMgmtDelayMeasurementInterval),"integer, resolution given by ml540mPerfMonitorStatusStatisticsDmUnit (us(0) or ns(1)) on the SAME row",evc.dm.2WayDelayMax,"microseconds or nanoseconds -- read per-row from DmUnit, do not assume a fixed unit across devices/rows","per-interval snapshot, indexed by (DmIntervalId, DmEntryId) per MEP","Must read ml540mPerfMonitorStatusStatisticsDmUnit alongside every delay value -- it's per-row, not global, so a single device could in principle report mixed resolutions across MEPs."
switch,ml540mPerfMonitorStatusStatisticsDmBinHitCount (+ BinType/BinDirection/BinBucketId as index),ML540M-PERF-MONITOR-MIB (Y.1731 delay-histogram bins),per ml540mPerfMonitorStatusStatisticsDmBinIntervalId,count,evc.dm.histogramBinHitCount,count,histogram bucket count -- BinType/BinDirection/BinBucketId together define which delay-range bucket this is; needs its own small lookup once the exact bucket boundaries are confirmed (not given directly in this table).,"Lower priority than the LM/DM summary stats above for a first Communicator pass -- useful for delay-distribution dashboards later, not needed for basic EMS-parity PM."
