device_type,mib_module,object_name,oid,kind,data_type,textual_convention,unit,unit_source,access,configurable,table_index,nsp_attribute_name,description
switch,ML540M-MAC-MIB,ml540mMacConfigFdbAction,1.3.6.1.4.1.5468.100.12.1.2.2.1.100,column,textual-convention,VTSSRowEditorState,,,read-write,yes,no,macConfigFdbAction,Action
switch,ML540M-MAC-MIB,ml540mMacConfigFdbTableRowEditorVlanId,1.3.6.1.4.1.5468.100.12.1.2.3.1,scalar,textual-convention,VTSSVlan,,,read-write,yes,no,macConfigFdbTableRowEditorVlanId,Vlan id used for indexing.
switch,ML540M-MAC-MIB,ml540mMacConfigFdbTableRowEditorMacAddress,1.3.6.1.4.1.5468.100.12.1.2.3.2,scalar,mac-address,MacAddress,,,read-write,yes,no,macConfigFdbTableRowEditorMacAddress,The destination MAC address which this entry applies.
switch,ML540M-MAC-MIB,ml540mMacConfigFdbTableRowEditorPortList,1.3.6.1.4.1.5468.100.12.1.2.3.3,scalar,textual-convention,VTSSPortList,frames,description text,read-write,yes,no,macConfigFdbTableRowEditorPortList,List of destination ports for which frames with this DMAC is forwarded to.
switch,ML540M-MAC-MIB,ml540mMacConfigFdbTableRowEditorAction,1.3.6.1.4.1.5468.100.12.1.2.3.100,scalar,textual-convention,VTSSRowEditorState,,,read-write,yes,no,macConfigFdbTableRowEditorAction,Action
switch,ML540M-MAC-MIB,ml540mMacConfigPortLearnIfIndex,1.3.6.1.4.1.5468.100.12.1.2.4.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,macConfigPortLearnIfIndex,Interface index.
switch,ML540M-MAC-MIB,ml540mMacConfigPortLearnLearnMode,1.3.6.1.4.1.5468.100.12.1.2.4.1.2,column,textual-convention,VTSSMACPortLearnMode,frames,description text,read-write,yes,no,macConfigPortLearnLearnMode,The learn mode of the port. Auto(0) means auto learning. Disable(1) means that learning is disabled. Secure(2) means that learning frames are discarde
switch,ML540M-MAC-MIB,ml540mMacConfigPortLearnChangeAllowed,1.3.6.1.4.1.5468.100.12.1.2.4.1.3,column,boolean,TruthValue,,,read-write,yes,no,macConfigPortLearnChangeAllowed,If internal modules have changed the learned mode then the user is not allowed to change it from this interface. This entry tells you if the LearnMode
switch,ML540M-MAC-MIB,ml540mMacConfigVlanLearnVlanId,1.3.6.1.4.1.5468.100.12.1.2.5.1.1,column,textual-convention,VTSSVlan,,,not-accessible,no,yes,macConfigVlanLearnVlanId,Vlan id used for indexing.
switch,ML540M-MAC-MIB,ml540mMacConfigVlanLearnMode,1.3.6.1.4.1.5468.100.12.1.2.5.1.2,column,boolean,TruthValue,,,read-write,yes,no,macConfigVlanLearnMode,"Learn mode of the VLAN, True = Enabled, False = Disabled"
switch,ML540M-MAC-MIB,ml540mMacStatusFdbVlanId,1.3.6.1.4.1.5468.100.12.1.3.1.1.1,column,textual-convention,VTSSVlan,,,not-accessible,no,yes,macStatusFdbVlanId,Vlan id used for indexing.
switch,ML540M-MAC-MIB,ml540mMacStatusFdbMacAddress,1.3.6.1.4.1.5468.100.12.1.3.1.1.2,column,mac-address,MacAddress,,,not-accessible,no,yes,macStatusFdbMacAddress,The destination MAC address which this entry applies.
switch,ML540M-MAC-MIB,ml540mMacStatusFdbPortList,1.3.6.1.4.1.5468.100.12.1.3.1.1.3,column,textual-convention,VTSSPortList,frames,description text,read-only,no,no,macStatusFdbPortList,List of destination ports for which frames with this DMAC is forwarded to.
switch,ML540M-MAC-MIB,ml540mMacStatusFdbDynamic,1.3.6.1.4.1.5468.100.12.1.3.1.1.4,column,textual-convention,VTSSUnsigned8,,,read-only,no,no,macStatusFdbDynamic,The entry is dynamically learned (True) or statically added (False)
switch,ML540M-MAC-MIB,ml540mMacStatusFdbCopyToCpu,1.3.6.1.4.1.5468.100.12.1.3.1.1.5,column,textual-convention,VTSSUnsigned8,frames,description text,read-only,no,no,macStatusFdbCopyToCpu,Copy this frame to the CPU (True) or not (False)
switch,ML540M-MAC-MIB,ml540mMacStatusFdbStaticVlanId,1.3.6.1.4.1.5468.100.12.1.3.2.1.1,column,textual-convention,VTSSVlan,,,not-accessible,no,yes,macStatusFdbStaticVlanId,Vlan id used for indexing.
switch,ML540M-MAC-MIB,ml540mMacStatusFdbStaticMacAddress,1.3.6.1.4.1.5468.100.12.1.3.2.1.2,column,mac-address,MacAddress,,,not-accessible,no,yes,macStatusFdbStaticMacAddress,The destination MAC address which this entry applies.
switch,ML540M-MAC-MIB,ml540mMacStatusFdbStaticPortList,1.3.6.1.4.1.5468.100.12.1.3.2.1.3,column,textual-convention,VTSSPortList,frames,description text,read-only,no,no,macStatusFdbStaticPortList,List of destination ports for which frames with this DMAC is forwarded to.
switch,ML540M-MAC-MIB,ml540mMacStatusFdbStaticDynamic,1.3.6.1.4.1.5468.100.12.1.3.2.1.4,column,textual-convention,VTSSUnsigned8,,,read-only,no,no,macStatusFdbStaticDynamic,The entry is dynamically learned (True) or statically added (False)
switch,ML540M-MAC-MIB,ml540mMacStatusFdbStaticCopyToCpu,1.3.6.1.4.1.5468.100.12.1.3.2.1.5,column,textual-convention,VTSSUnsigned8,frames,description text,read-only,no,no,macStatusFdbStaticCopyToCpu,Copy this frame to the CPU (True) or not (False)
switch,ML540M-MAC-MIB,ml540mMacStatusFdbPortStatisticsIfIndex,1.3.6.1.4.1.5468.100.12.1.3.3.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,macStatusFdbPortStatisticsIfIndex,Interface index.
switch,ML540M-MAC-MIB,ml540mMacStatusFdbPortStatisticsDynamic,1.3.6.1.4.1.5468.100.12.1.3.3.1.2,column,unsigned32,,,,read-only,no,no,macStatusFdbPortStatisticsDynamic,Total number of dynamic learned addresses on the port
switch,ML540M-MAC-MIB,ml540mMacStatusFdbStatisticsTotalDynamic,1.3.6.1.4.1.5468.100.12.1.3.4.1,scalar,unsigned32,,,,read-only,no,no,macStatusFdbStatisticsTotalDynamic,Total dynamic learned addresses in the FDB
switch,ML540M-MAC-MIB,ml540mMacStatusFdbStatisticsTotalStatic,1.3.6.1.4.1.5468.100.12.1.3.4.2,scalar,unsigned32,,,,read-only,no,no,macStatusFdbStatisticsTotalStatic,Total static addresses in the FDB
switch,ML540M-MAC-MIB,ml540mMacControlFlushAll,1.3.6.1.4.1.5468.100.12.1.4.1,scalar,boolean,TruthValue,,,read-write,yes,no,macControlFlushAll,Flush all dynamic learned Mac addresses. Set the value to 'true' to perform the action. Read will always return 'false'.
switch,ML540M-IP-MIB,ml540mIpCapabilitiesHasIpv4HostCapabilities,1.3.6.1.4.1.5468.100.102.1.1.1,scalar,boolean,TruthValue,,,read-only,no,no,ipCapabilitiesHasIpv4HostCapabilities,The device has IPv4 host capabilities for management.
switch,ML540M-IP-MIB,ml540mIpCapabilitiesHasIpv6HostCapabilities,1.3.6.1.4.1.5468.100.102.1.1.2,scalar,boolean,TruthValue,,,read-only,no,no,ipCapabilitiesHasIpv6HostCapabilities,The device has IPv6 host capabilities for management.
switch,ML540M-IP-MIB,ml540mIpCapabilitiesHasIpv4UnicastRoutingCapabilities,1.3.6.1.4.1.5468.100.102.1.1.3,scalar,boolean,TruthValue,,,read-only,no,no,ipCapabilitiesHasIpv4UnicastRoutingCapabilities,The device has IPv4 unicast routing capabilities.
switch,ML540M-IP-MIB,ml540mIpCapabilitiesHasIpv4UnicastHwRoutingCapabilities,1.3.6.1.4.1.5468.100.102.1.1.4,scalar,boolean,TruthValue,,,read-only,no,no,ipCapabilitiesHasIpv4UnicastHwRoutingCapabilities,The device has IPv4 unicast hardware accelerated routing capabilities.
switch,ML540M-IP-MIB,ml540mIpCapabilitiesHasIpv6UnicastRoutingCapabilities,1.3.6.1.4.1.5468.100.102.1.1.5,scalar,boolean,TruthValue,,,read-only,no,no,ipCapabilitiesHasIpv6UnicastRoutingCapabilities,The device has IPv6 unicast routing capabilities.
switch,ML540M-IP-MIB,ml540mIpCapabilitiesHasIpv6UnicastHwRoutingCapabilities,1.3.6.1.4.1.5468.100.102.1.1.6,scalar,boolean,TruthValue,,,read-only,no,no,ipCapabilitiesHasIpv6UnicastHwRoutingCapabilities,The device has IPv6 unicast hardware accelerated routing capabilities.
switch,ML540M-IP-MIB,ml540mIpCapabilitiesMaxNumberOfIpInterfaces,1.3.6.1.4.1.5468.100.102.1.1.7,scalar,unsigned32,,,,read-only,no,no,ipCapabilitiesMaxNumberOfIpInterfaces,Maximum number of IP interfaces supported by the device.
switch,ML540M-IP-MIB,ml540mIpCapabilitiesMaxNumberOfStaticRoutes,1.3.6.1.4.1.5468.100.102.1.1.8,scalar,unsigned32,,,,read-only,no,no,ipCapabilitiesMaxNumberOfStaticRoutes,Maximum number of static configured IP routes (shared by IPv4 and IPv6).
switch,ML540M-IP-MIB,ml540mIpCapabilitiesNumberOfLpmHardwareEntries,1.3.6.1.4.1.5468.100.102.1.1.9,scalar,unsigned32,,,,read-only,no,no,ipCapabilitiesNumberOfLpmHardwareEntries,Number of hardware LPM (longest prefix match) entries.
switch,ML540M-IP-MIB,ml540mIpConfigGlobalsMainEnableRouting,1.3.6.1.4.1.5468.100.102.1.2.1.1.1,scalar,boolean,TruthValue,,,read-write,yes,no,ipConfigGlobalsMainEnableRouting,Enable routing.
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesIfIndex,1.3.6.1.4.1.5468.100.102.1.2.2.1.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,ipConfigInterfacesIfIndex,Interface index number.
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesAction,1.3.6.1.4.1.5468.100.102.1.2.2.1.1.100,column,textual-convention,VTSSRowEditorState,,,read-write,yes,no,ipConfigInterfacesAction,Action
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesTableRowEditorIfIndex,1.3.6.1.4.1.5468.100.102.1.2.2.2.1,scalar,textual-convention,VTSSInterfaceIndex,,,read-write,yes,no,ipConfigInterfacesTableRowEditorIfIndex,Interface index number.
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesTableRowEditorAction,1.3.6.1.4.1.5468.100.102.1.2.2.2.100,scalar,textual-convention,VTSSRowEditorState,,,read-write,yes,no,ipConfigInterfacesTableRowEditorAction,Action
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesIpv4IfIndex,1.3.6.1.4.1.5468.100.102.1.2.2.3.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,ipConfigInterfacesIpv4IfIndex,Interface index number.
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesIpv4Active,1.3.6.1.4.1.5468.100.102.1.2.2.3.1.2,column,boolean,TruthValue,,,read-write,yes,no,ipConfigInterfacesIpv4Active,"Enable IPv4. IPv4 can only be enabled if either the DHCP client is enabled, or a valid address has been configured."
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesIpv4EnableDhcpClient,1.3.6.1.4.1.5468.100.102.1.2.2.3.1.3,column,boolean,TruthValue,,,read-write,yes,no,ipConfigInterfacesIpv4EnableDhcpClient,"Enable IPv4 DHCP client. Note: the DHCP client can only be enabled if there is no conflict in the values of: ipv4Address, prefixSize, and dhcpClientFa"
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesIpv4Ipv4Address,1.3.6.1.4.1.5468.100.102.1.2.2.3.1.4,column,ipv4-address,,,,read-write,yes,no,ipConfigInterfacesIpv4Ipv4Address,IPv4 address. Note: Multiple interfaces may not have overlapping networks.
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesIpv4PrefixSize,1.3.6.1.4.1.5468.100.102.1.2.2.3.1.5,column,unsigned32,,,,read-write,yes,no,ipConfigInterfacesIpv4PrefixSize,Prefix size of the network. Note: Multiple interfaces may not have overlapping networks.
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesIpv4DhcpClientFallbackTimeout,1.3.6.1.4.1.5468.100.102.1.2.2.3.1.6,column,unsigned32,,,,read-write,yes,no,ipConfigInterfacesIpv4DhcpClientFallbackTimeout,DHCP client fallback timer. If DHCP is disabled then this object has no effect. If DHCP is enabled and the fallback timeout value is different from ze
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesIpv6IfIndex,1.3.6.1.4.1.5468.100.102.1.2.2.4.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,ipConfigInterfacesIpv6IfIndex,Interface index number.
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesIpv6Active,1.3.6.1.4.1.5468.100.102.1.2.2.4.1.2,column,boolean,TruthValue,,,read-write,yes,no,ipConfigInterfacesIpv6Active,Enable the static configured IPv6 address. The static configured IPv6 address can only be configured if a valid address has been written into 'ipv6Add
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesIpv6Ipv6Address,1.3.6.1.4.1.5468.100.102.1.2.2.4.1.3,column,textual-convention,InetAddressIPv6,,,read-write,yes,no,ipConfigInterfacesIpv6Ipv6Address,Static configured IPv6 address.
switch,ML540M-IP-MIB,ml540mIpConfigInterfacesIpv6PrefixSize,1.3.6.1.4.1.5468.100.102.1.2.2.4.1.4,column,unsigned32,,,,read-write,yes,no,ipConfigInterfacesIpv6PrefixSize,Prefix size of the network.
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv4NetworkAddress,1.3.6.1.4.1.5468.100.102.1.2.3.1.1.1,column,ipv4-address,,,,not-accessible,no,yes,ipConfigRoutesIpv4NetworkAddress,Network address.
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv4NetworkPrefixSize,1.3.6.1.4.1.5468.100.102.1.2.3.1.1.2,column,integer,,,,not-accessible,no,yes,ipConfigRoutesIpv4NetworkPrefixSize,Network prefix size.
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv4NextHop,1.3.6.1.4.1.5468.100.102.1.2.3.1.1.3,column,ipv4-address,,,,not-accessible,no,yes,ipConfigRoutesIpv4NextHop,Next-hop address.
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv4Action,1.3.6.1.4.1.5468.100.102.1.2.3.1.1.100,column,textual-convention,VTSSRowEditorState,,,read-write,yes,no,ipConfigRoutesIpv4Action,Action
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv4RowEditorNetworkAddress,1.3.6.1.4.1.5468.100.102.1.2.3.2.1,scalar,ipv4-address,,,,read-write,yes,no,ipConfigRoutesIpv4RowEditorNetworkAddress,Network address.
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv4RowEditorNetworkPrefixSize,1.3.6.1.4.1.5468.100.102.1.2.3.2.2,scalar,integer,,,,read-write,yes,no,ipConfigRoutesIpv4RowEditorNetworkPrefixSize,Network prefix size.
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv4RowEditorNextHop,1.3.6.1.4.1.5468.100.102.1.2.3.2.3,scalar,ipv4-address,,,,read-write,yes,no,ipConfigRoutesIpv4RowEditorNextHop,Next-hop address.
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv4RowEditorAction,1.3.6.1.4.1.5468.100.102.1.2.3.2.100,scalar,textual-convention,VTSSRowEditorState,,,read-write,yes,no,ipConfigRoutesIpv4RowEditorAction,Action
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv6NetworkAddress,1.3.6.1.4.1.5468.100.102.1.2.3.3.1.1,column,textual-convention,InetAddressIPv6,,,not-accessible,no,yes,ipConfigRoutesIpv6NetworkAddress,Network address.
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv6NetworkPrefixSize,1.3.6.1.4.1.5468.100.102.1.2.3.3.1.2,column,integer,,,,not-accessible,no,yes,ipConfigRoutesIpv6NetworkPrefixSize,Network prefix size.
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv6NextHop,1.3.6.1.4.1.5468.100.102.1.2.3.3.1.3,column,textual-convention,InetAddressIPv6,,,not-accessible,no,yes,ipConfigRoutesIpv6NextHop,Next-hop address.
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv6NextHopInterface,1.3.6.1.4.1.5468.100.102.1.2.3.3.1.4,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,ipConfigRoutesIpv6NextHopInterface,"If the next-hop address is a link-local address, then the interface of the link-local address must be specified here. Otherwise this value is not used"
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv6Action,1.3.6.1.4.1.5468.100.102.1.2.3.3.1.100,column,textual-convention,VTSSRowEditorState,,,read-write,yes,no,ipConfigRoutesIpv6Action,Action
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv6RowEditorNetworkAddress,1.3.6.1.4.1.5468.100.102.1.2.3.4.1,scalar,textual-convention,InetAddressIPv6,,,read-write,yes,no,ipConfigRoutesIpv6RowEditorNetworkAddress,Network address.
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv6RowEditorNetworkPrefixSize,1.3.6.1.4.1.5468.100.102.1.2.3.4.2,scalar,integer,,,,read-write,yes,no,ipConfigRoutesIpv6RowEditorNetworkPrefixSize,Network prefix size.
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv6RowEditorNextHop,1.3.6.1.4.1.5468.100.102.1.2.3.4.3,scalar,textual-convention,InetAddressIPv6,,,read-write,yes,no,ipConfigRoutesIpv6RowEditorNextHop,Next-hop address.
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv6RowEditorNextHopInterface,1.3.6.1.4.1.5468.100.102.1.2.3.4.4,scalar,textual-convention,VTSSInterfaceIndex,,,read-write,yes,no,ipConfigRoutesIpv6RowEditorNextHopInterface,"If the next-hop address is a link-local address, then the interface of the link-local address must be specified here. Otherwise this value is not used"
switch,ML540M-IP-MIB,ml540mIpConfigRoutesIpv6RowEditorAction,1.3.6.1.4.1.5468.100.102.1.2.3.4.100,scalar,textual-convention,VTSSRowEditorState,,,read-write,yes,no,ipConfigRoutesIpv6RowEditorAction,Action
switch,ML540M-IP-MIB,ml540mIpStatusGlobalsIpv4NeighbourIpv4,1.3.6.1.4.1.5468.100.102.1.3.1.1.1.1,column,ipv4-address,,,,not-accessible,no,yes,ipStatusGlobalsIpv4NeighbourIpv4,IPv4 address.
switch,ML540M-IP-MIB,ml540mIpStatusGlobalsIpv4NeighbourMacAddress,1.3.6.1.4.1.5468.100.102.1.3.1.1.1.2,column,mac-address,MacAddress,,,read-only,no,no,ipStatusGlobalsIpv4NeighbourMacAddress,MAC address associated with the IP address
switch,ML540M-IP-MIB,ml540mIpStatusGlobalsIpv4NeighbourInterface,1.3.6.1.4.1.5468.100.102.1.3.1.1.1.3,column,textual-convention,VTSSInterfaceIndex,,,read-only,no,no,ipStatusGlobalsIpv4NeighbourInterface,Interface the neighbour can be reached on.
switch,ML540M-IP-MIB,ml540mIpStatusGlobalsIpv6NeighbourIpAddress,1.3.6.1.4.1.5468.100.102.1.3.1.2.1.1,column,textual-convention,InetAddressIPv6,,,not-accessible,no,yes,ipStatusGlobalsIpv6NeighbourIpAddress,IP address.
switch,ML540M-IP-MIB,ml540mIpStatusGlobalsIpv6NeighbourInterfaceQuery,1.3.6.1.4.1.5468.100.102.1.3.1.2.1.2,column,integer,,,,not-accessible,no,yes,ipStatusGlobalsIpv6NeighbourInterfaceQuery,"If 'ipAddress' is a link-local address, then the interface index where the host can be reached must be specified here, otherwise set this to zero."
switch,ML540M-IP-MIB,ml540mIpStatusGlobalsIpv6NeighbourMacAddress,1.3.6.1.4.1.5468.100.102.1.3.1.2.1.3,column,mac-address,MacAddress,,,read-only,no,no,ipStatusGlobalsIpv6NeighbourMacAddress,MAC address associated with the IP address
switch,ML540M-IP-MIB,ml540mIpStatusGlobalsIpv6NeighbourInterface,1.3.6.1.4.1.5468.100.102.1.3.1.2.1.4,column,textual-convention,VTSSInterfaceIndex,,,read-only,no,no,ipStatusGlobalsIpv6NeighbourInterface,Interface the neighbour can be reached on.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesLinkIfIndex,1.3.6.1.4.1.5468.100.102.1.3.2.1.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,ipStatusInterfacesLinkIfIndex,Interface index number.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesLinkOsInterfaceIndex,1.3.6.1.4.1.5468.100.102.1.3.2.1.1.2,column,unsigned32,,,,read-only,no,no,ipStatusInterfacesLinkOsInterfaceIndex,Interface index used by the operating system.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesLinkMtu,1.3.6.1.4.1.5468.100.102.1.3.2.1.1.3,column,unsigned32,,,,read-only,no,no,ipStatusInterfacesLinkMtu,MTU for the interface.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesLinkMacAddress,1.3.6.1.4.1.5468.100.102.1.3.2.1.1.4,column,mac-address,MacAddress,,,read-only,no,no,ipStatusInterfacesLinkMacAddress,MAC-address of the interface.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesLinkUp,1.3.6.1.4.1.5468.100.102.1.3.2.1.1.5,column,boolean,TruthValue,,,read-only,no,no,ipStatusInterfacesLinkUp,Indicates if the interface is up.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesLinkBroadcast,1.3.6.1.4.1.5468.100.102.1.3.2.1.1.6,column,boolean,TruthValue,,,read-only,no,no,ipStatusInterfacesLinkBroadcast,Indicates if the interface is capable of transmitting broadcast traffic.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesLinkLoopback,1.3.6.1.4.1.5468.100.102.1.3.2.1.1.7,column,boolean,TruthValue,,,read-only,no,no,ipStatusInterfacesLinkLoopback,Indicates if the interface is a loop-back interface.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesLinkRunning,1.3.6.1.4.1.5468.100.102.1.3.2.1.1.8,column,boolean,TruthValue,,,read-only,no,no,ipStatusInterfacesLinkRunning,Interface is running (according to the operating system).
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesLinkNoarp,1.3.6.1.4.1.5468.100.102.1.3.2.1.1.9,column,boolean,TruthValue,,,read-only,no,no,ipStatusInterfacesLinkNoarp,Indicates if the interface will answer to ARP requests.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesLinkPromisc,1.3.6.1.4.1.5468.100.102.1.3.2.1.1.10,column,boolean,TruthValue,,,read-only,no,no,ipStatusInterfacesLinkPromisc,Indicates if the interface is in promisc mode.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesLinkMulticast,1.3.6.1.4.1.5468.100.102.1.3.2.1.1.11,column,boolean,TruthValue,,,read-only,no,no,ipStatusInterfacesLinkMulticast,Indicates if the interface supports multicast.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesIpv4IfIndex,1.3.6.1.4.1.5468.100.102.1.3.2.2.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,ipStatusInterfacesIpv4IfIndex,Interface index number.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesIpv4NetworkAddress,1.3.6.1.4.1.5468.100.102.1.3.2.2.1.2,column,ipv4-address,,,,not-accessible,no,yes,ipStatusInterfacesIpv4NetworkAddress,IPv4 network address.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesIpv4NetworkMaskLength,1.3.6.1.4.1.5468.100.102.1.3.2.2.1.3,column,integer,,,,not-accessible,no,yes,ipStatusInterfacesIpv4NetworkMaskLength,IPv4 network mask length.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesIpv4Broadcast,1.3.6.1.4.1.5468.100.102.1.3.2.2.1.4,column,ipv4-address,,,,read-only,no,no,ipStatusInterfacesIpv4Broadcast,Broadcast address.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesDhcpClientV4IfIndex,1.3.6.1.4.1.5468.100.102.1.3.2.3.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,ipStatusInterfacesDhcpClientV4IfIndex,Interface index number.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesDhcpClientV4State,1.3.6.1.4.1.5468.100.102.1.3.2.3.1.2,column,textual-convention,VTSSIpDhcpClientState,,,read-only,no,no,ipStatusInterfacesDhcpClientV4State,State of the DHCP client.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesDhcpClientV4ServerIp,1.3.6.1.4.1.5468.100.102.1.3.2.3.1.3,column,ipv4-address,,,,read-only,no,no,ipStatusInterfacesDhcpClientV4ServerIp,IP address of the DHCP server that has provided the DHCP offer.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesIpv6IfIndex,1.3.6.1.4.1.5468.100.102.1.3.2.4.1.1,column,textual-convention,VTSSInterfaceIndex,,,not-accessible,no,yes,ipStatusInterfacesIpv6IfIndex,Interface index number.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesIpv6NetworkAddress,1.3.6.1.4.1.5468.100.102.1.3.2.4.1.2,column,textual-convention,InetAddressIPv6,,,not-accessible,no,yes,ipStatusInterfacesIpv6NetworkAddress,IPv6 network address.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesIpv6NetworkMaskLength,1.3.6.1.4.1.5468.100.102.1.3.2.4.1.3,column,integer,,,,not-accessible,no,yes,ipStatusInterfacesIpv6NetworkMaskLength,IPv6 network mask length.
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesIpv6Tentative,1.3.6.1.4.1.5468.100.102.1.3.2.4.1.4,column,boolean,TruthValue,,,read-only,no,no,ipStatusInterfacesIpv6Tentative,"An address whose uniqueness on a link is being verified, prior to its assignment to an interface. A tentative address is not considered assigned to an"
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesIpv6Duplicated,1.3.6.1.4.1.5468.100.102.1.3.2.4.1.5,column,boolean,TruthValue,,,read-only,no,no,ipStatusInterfacesIpv6Duplicated,Indicates the address duplication is detected by Duplicate Address Detection (DAD). If the address is a link-local address formed from an interface id
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesIpv6Detached,1.3.6.1.4.1.5468.100.102.1.3.2.4.1.6,column,boolean,TruthValue,,,read-only,no,no,ipStatusInterfacesIpv6Detached,Indicates this address is ready to be detached from the link (IPv6 network).
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesIpv6Nodad,1.3.6.1.4.1.5468.100.102.1.3.2.4.1.7,column,boolean,TruthValue,,,read-only,no,no,ipStatusInterfacesIpv6Nodad,Indicates this address does not perform Duplicate Address Detection (DAD).
switch,ML540M-IP-MIB,ml540mIpStatusInterfacesIpv6Autoconf,1.3.6.1.4.1.5468.100.102.1.3.2.4.1.8,column,boolean,TruthValue,,,read-only,no,no,ipStatusInterfacesIpv6Autoconf,Indicates this address is capable of being retrieved by stateless address autoconfiguration.
switch,ML540M-IP-MIB,ml540mIpStatusRoutesIpv4NetworkAddress,1.3.6.1.4.1.5468.100.102.1.3.3.1.1.1,column,ipv4-address,,,,not-accessible,no,yes,ipStatusRoutesIpv4NetworkAddress,Network address.
switch,ML540M-IP-MIB,ml540mIpStatusRoutesIpv4NetworkPrefixSize,1.3.6.1.4.1.5468.100.102.1.3.3.1.1.2,column,integer,,,,not-accessible,no,yes,ipStatusRoutesIpv4NetworkPrefixSize,Network prefix size.
switch,ML540M-IP-MIB,ml540mIpStatusRoutesIpv4NextHop,1.3.6.1.4.1.5468.100.102.1.3.3.1.1.3,column,ipv4-address,,,,not-accessible,no,yes,ipStatusRoutesIpv4NextHop,Next-hop address.
switch,ML540M-IP-MIB,ml540mIpStatusRoutesIpv4DerivedNextHopInterface,1.3.6.1.4.1.5468.100.102.1.3.3.1.1.4,column,textual-convention,VTSSInterfaceIndex,,,read-only,no,no,ipStatusRoutesIpv4DerivedNextHopInterface,Next-hop interface.
switch,ML540M-IP-MIB,ml540mIpStatusRoutesIpv4FlagUp,1.3.6.1.4.1.5468.100.102.1.3.3.1.1.35,column,boolean,TruthValue,,,read-only,no,no,ipStatusRoutesIpv4FlagUp,The route is up.
